Posizione,Similarità Coseno,Canzone,Immagine Abbinata
341,0.9900,145004.mp3,simon-de-vlieger_a-dutch-yacht-from-zeeland-1629.jpg
342,0.9900,138351.mp3,abidin-dino_drawing-pain-self-portrait-1967.jpg
343,0.9900,001684.mp3,aydin-aghdashloo_falling-angels-ii.jpg
344,0.9899,001417.mp3,michel-seuphor_chanson-nocturne-1958.jpg
345,0.9898,025031.mp3,abraham-storck_view-of-a-harbour-on-the-zuiderzee.jpg
346,0.9898,025033.mp3,yu-youhan_mao-1993.jpg
347,0.9898,000892.mp3,abraham-manievich_fall-scene.jpg
348,0.9898,148288.mp3,antonello-da-messina_madonna-and-child-madonna-benson-1470.jpg
349,0.9897,134034.mp3,charles-andre-van-loo-carle-van-loo_theseus-taming-the-bull-of-marathon-1730.jpg
350,0.9897,138063.mp3,jacques-villon_4e-bucolique-pollion-from-les-bucoliques.jpg
351,0.9897,143095.mp3,john-ferren_untitled-1933.jpg
352,0.9896,135229.mp3,adalbert-erdeli_still-life-with-lemons-1955.jpg
353,0.9895,135224.mp3,graham-sutherland_dog-rock-1976.jpg
354,0.9895,136449.mp3,peter-paul-rubens_the-departure-of-lot-and-his-family-from-sodom.jpg
355,0.9894,145730.mp3,alfred-wallis_four-boats-by-a-lighthouse.jpg
356,0.9893,153956.mp3,gazmend-freitag_gabriele-on-the-bamboo-bed-2-0.jpg
357,0.9893,144549.mp3,jose-de-almada-negreiros_a-s-tira-1911.jpg
358,0.9892,149139.mp3,abdul-mati-klarwein_symbole-du-jour-1984.jpg
359,0.9890,139329.mp3,abraham-storck_beach-view-1683.jpg
360,0.9890,144454.mp3,rembrandt_the-mountebank-1635.jpg
361,0.9889,000212.mp3,rene-magritte_portrait-of-e-l-t-mesens-1930.jpg
362,0.9888,144181.mp3,abraham-van-strij_wooden-rafts-pm-the-biesbosch.jpg
363,0.9888,137213.mp3,james-archer_sir-henry-irving-as-mathias-in-the-bells-1872.jpg
364,0.9887,154413.mp3,jean-baptiste-van-loo_francis-godolphin-2nd-earl-of-godolphin-1745.jpg
365,0.9886,137722.mp3,albrecht-durer_soldiers.jpg
366,0.9885,001688.mp3,abraham-storck_die-niederlandische-flotte-auf-der-reede-vor-amsterdam.jpg
367,0.9885,153946.mp3,ivan-kramskoy_portrait-of-sofia-nikolaevna-kramskoy-the-artist-s-wife-1879.jpg
368,0.9884,148218.mp3,abraham-manievich_vinnytsia-yerusalymka-district-1905.jpg
369,0.9883,141304.mp3,andreas-achenbach_coastal-landscape-with-city-view-1875.jpg
370,0.9883,000853.mp3,abraham-manievich_flowers.jpg
371,0.9883,144740.mp3,eastman-johnson_the-freedom-ring-1860.jpg
372,0.9882,145748.mp3,bartolome-esteban-murillo_st-isidor-1655.jpg
373,0.9882,152569.mp3,abraham-storck_gezicht-op-de-laurenskerk-gezien-vanuit-noordoosten-1676.jpg
374,0.9881,145042.mp3,jean-auguste-dominique-ingres_perseus-and-andromeda.jpg
375,0.9881,025030.mp3,diego-rivera_the-embrace-1923.jpg
376,0.9880,001075.mp3,roger-weik_number-59-2013.jpg
377,0.9880,142083.mp3,abraham-manievich_flowers-on-a-yellow-table.jpg
378,0.9878,025215.mp3,janos-mattis-teutsch_peaky-forms-1923.jpg
379,0.9878,001663.mp3,sam-francis_untitled-1953.jpg
380,0.9877,148610.mp3,tamas-ervin_self-portrait-1977.jpg
381,0.9875,141619.mp3,frida-kahlo_portrait-of-lucha-maria-a-girl-from-tehuacan-1942.jpg
382,0.9875,141972.mp3,andreas-achenbach_rowing-on-rough-seas-1903.jpg
383,0.9874,139775.mp3,eleanor-fortescue-brickdale_fine-knacks-for-ladies-cheap-choice-brave-and-new-1920.jpg
384,0.9874,135223.mp3,abraham-manievich_still-life-1930.jpg
385,0.9874,145457.mp3,georgi-kovachev_awaiting-1987.jpg
386,0.9873,152324.mp3,piero-della-francesca_battle-between-heraclius-and-chosroes-detail-1.jpg
387,0.9873,149625.mp3,abidin-dino_abstract-composition.jpg
388,0.9872,000694.mp3,endre-bartos_nightfall-on-the-danube-coast.jpg
389,0.9871,137424.mp3,gustave-dore_don-quixote-38.jpg
390,0.9868,145703.mp3,henry-ossawa-tanner_fishermen-at-sea-1914.jpg
391,0.9867,146148.mp3,toko-shinoda_reminiscence-2005.jpg
392,0.9867,148608.mp3,il-sodoma_st-sebastian-1525.jpg
393,0.9867,138306.mp3,peter-paul-rubens_the-cardinal-infante-1634.jpg
394,0.9865,148532.mp3,eric-ravilious_s-s-brighton-leaving-newhaven-c-1935.jpg
395,0.9864,146727.mp3,andreas-achenbach_sailors-at-stormy-seas-1898.jpg
396,0.9864,135986.mp3,adalbert-erdeli_cityscape.jpg
397,0.9864,000140.mp3,pietro-longhi_the-hunters-and-the-farmers.jpg
398,0.9863,139772.mp3,albrecht-durer_death-of-orpheus-1498.jpg
399,0.9862,147267.mp3,telemaco-signorini_not-being-able-to-wait-or-the-letter-1867.jpg
400,0.9861,148113.mp3,salvador-dali_the-second-coming-of-christ.jpg
401,0.9861,141141.mp3,abdul-mati-klarwein_wet-curve-1981.jpg
402,0.9860,146153.mp3,marc-chagall_study-to-moses-with-the-burning-bush.jpg
403,0.9860,001682.mp3,antonio-calderara_spazio-luce-1961.jpg
404,0.9859,138581.mp3,fernand-leger_the-disc-1918.jpg
405,0.9859,153955.mp3,adalbert-schaffer_stillleben-mit-fruchten-rosen-prunkkelch-und-vogel-1850.jpg
406,0.9857,144548.mp3,claude-monet_lane-in-the-vineyards-at-argenteuil.jpg
407,0.9856,145724.mp3,henri-matisse_pont-saint-michel-paris-1895.jpg
408,0.9856,137631.mp3,abraham-storck_a-mock-sea-battle-on-the-ij-in-honour-of-the-russian-ambassadors-mock-battle-on-the-ij-on-the.jpg
409,0.9855,139990.mp3,achille-zo_bullfight-scene.jpg
410,0.9854,144215.mp3,camille-pissarro_the-roundelay-1892.jpg
411,0.9853,145777.mp3,maurycy-gottlieb_portrait-of-a-boy-from-the-gottlieb-family-1875.jpg
412,0.9853,146151.mp3,george-romney_reverend-daniel-wilson-1760.jpg
413,0.9853,005158.mp3,abdul-mati-klarwein_robert-graves-1958.jpg
414,0.9853,005940.mp3,claude-monet_the-cour-d-albane.jpg
415,0.9853,138010.mp3,yuriy-zlotnikov_moscow-1956.jpg
416,0.9851,142093.mp3,paula-modersohn-becker_sketch-with-six-figure-compositions-1907.jpg
417,0.9849,142359.mp3,eastman-johnson_a-ride-for-freedom-the-fugitive-slaves-1862.jpg
418,0.9849,145260.mp3,charles-m-russell_deer-in-the-dell-1909.jpg
419,0.9849,145761.mp3,eastman-johnson_musical-instinct-1869.jpg
420,0.9848,139663.mp3,henri-regnault_berger-des-montagnes-de-la-castille.jpg
421,0.9847,142568.mp3,ilya-mashkov_berries-on-the-background-of-a-red-tray-1908.jpg
422,0.9847,148289.mp3,edouard-riou_a-whale-swims-between-two-icebergs-where-it-is-crushed-the-whalers-manage-to-cut-the-wire-in-time.jpg
423,0.9847,149369.mp3,adalbert-erdeli_a-road-along-the-river-1940.jpg
424,0.9846,142133.mp3,abraham-storck_beach-view.jpg
425,0.9846,149141.mp3,edouard-riou_story-le-rubis-du-grand-lama-7.jpg
426,0.9845,152258.mp3,asher-brown-durand_hudson-river-sketch.jpg
427,0.9844,144545.mp3,eyvind-earle_grazing-in-peace-1970.jpg
428,0.9844,139491.mp3,theophile-steinlen_musettes-gross.jpg
429,0.9844,138215.mp3,wassily-kandinsky_improvisation-dreamy-1913.jpg
430,0.9843,142572.mp3,abraham-manievich_unknown-title.jpg
431,0.9843,149101.mp3,abraham-manievich_paris-street.jpg
432,0.9842,148513.mp3,hans-andersen-brendekilde_kain-ved-sit-arbejde-i-marken-efter-at-have-ihjelslaet-sin-broder-abel-1896.jpg
433,0.9840,148186.mp3,josef-capek_the-african-king.jpg
434,0.9839,152103.mp3,abraham-storck_four-days-battle.jpg
435,0.9838,137724.mp3,raiskina-marina_women-of-a-sort-2006.jpg
436,0.9838,138070.mp3,jan-miense-molenaer_bauernhochzeit-1659.jpg
437,0.9836,144936.mp3,abraham-storck_voiliers.jpg
438,0.9836,137172.mp3,adalbert-schaffer_prunkstilleben-1857.jpg
439,0.9835,142516.mp3,jean-honore-fragonard_marie-madeleine-guimard.jpg
440,0.9835,144423.mp3,emily-carr_heart-of-the-forest-1935.jpg
441,0.9834,145556.mp3,albert-julius-olsson_waterfall-in-sweden-1940.jpg
442,0.9833,138416.mp3,claude-monet_water-lilies-9.jpg
443,0.9833,139461.mp3,abraham-storck_self-portrait.jpg
444,0.9832,142641.mp3,gerard-van-honthorst_portrait-of-portrait-of-amalia-of-solms-braunfels-1635.jpg
445,0.9832,144935.mp3,abraham-manievich_autumn-day.jpg
446,0.9832,139532.mp3,mikalojus-ciurlionis_hymn-ii.jpg
447,0.9831,000708.mp3,abidin-dino_flower-1970-1.jpg
448,0.9831,147020.mp3,abidin-dino_soyut-kompozisyon.jpg
449,0.9830,144550.mp3,samuel-peploe_still-life-with-a-melon-and-apples.jpg
450,0.9829,005264.mp3,christian-ludwig-attersee_euterscheuche-1980.jpg
451,0.9827,139992.mp3,honore-daumier_a-famous-cause.jpg
452,0.9827,001685.mp3,gustav-klimt_the-virgin-1913.jpg
453,0.9827,148518.mp3,adalbert-erdeli_flowers-in-a-vase.jpg
454,0.9827,145258.mp3,abidin-dino_hand.jpg
455,0.9825,141875.mp3,richard-oelze_in-eigenem-garten-1968.jpg
456,0.9824,001069.mp3,erich-heckel_house-in-dangast-the-white-house-1908.jpg
457,0.9824,139994.mp3,abraham-van-strij_contemplation-of-a-drawing.jpg
458,0.9824,141562.mp3,abraham-storck_view-of-amsterdam-with-the-ij-1690.jpg
459,0.9823,135227.mp3,pablo-picasso_portrait-of-corina-romeu-1902.jpg
460,0.9823,138039.mp3,theodoros-stamos_untitled-columns-of-fire-1956.jpg
461,0.9821,135225.mp3,robert-rauschenberg_historic-detour-scenario-2006.jpg
462,0.9820,141291.mp3,owen-jones_greek-no-6-ornaments-from-greek-and-etruscan-vases.jpg
463,0.9820,000207.mp3,konstantinos-maleas_view-of-kalavryta.jpg
464,0.9819,147780.mp3,abraham-storck_een-rivierzicht.jpg
465,0.9819,142085.mp3,abraham-storck_an-english-yacht-saluting-a-dutch-man-of-war-in-the-port-of-rotterdam-1708.jpg
466,0.9817,142529.mp3,abraham-manievich_snow-covered-street.jpg
467,0.9816,139933.mp3,victor-pasmore_sun-and-sky-1979.jpg
468,0.9815,148124.mp3,hans-andersen-brendekilde_to-born-i-en-landsby-gade-1921.jpg
469,0.9815,135010.mp3,william-blake_los-entering-the-grave-1820.jpg
470,0.9814,001073.mp3,frida-kahlo_self-portrait-with-stalin-1954.jpg
471,0.9813,149078.mp3,abraham-manievich_unfinished-painting.jpg
472,0.9813,148120.mp3,sarunas-sauka3_ikyrios-mintys-1991.jpg
473,0.9812,148133.mp3,adalbert-erdeli_mountain-landscape-1930.jpg
474,0.9810,000211.mp3,abraham-storck_a-view-of-nafplion-in-greece-with-dutch-indiamen-galleys-and-other-vessels-offshore.jpg
475,0.9809,139991.mp3,pablo-picasso_candle-palette-head-of-red-bull-1938.jpg
476,0.9806,145259.mp3,michelangelo_annunciation-study-1547.jpg
477,0.9806,137896.mp3,abraham-manievich_beyond-the-trees.jpg
478,0.9805,138060.mp3,camille-corot_roman-countryside.jpg
479,0.9805,001689.mp3,frans-hals_young-man-and-woman-in-an-inn-yonker-ramp-and-his-sweetheart-1623.jpg
480,0.9804,138410.mp3,charles-turner_william-emerson-1812.jpg
481,0.9804,146879.mp3,abidin-dino_bal-k-pazar-1930.jpg
482,0.9802,148211.mp3,eyvind-earle_sunrise-1998.jpg
483,0.9802,139862.mp3,ivan-aivazovsky_rocks-in-the-mist-1890.jpg
484,0.9801,000704.mp3,maurice-esteve_composition-166-1957-1.jpg
485,0.9799,137151.mp3,andrea-del-verrochio_madonna-lactans.jpg
486,0.9798,148234.mp3,abidin-dino_unknown-title-7.jpg
487,0.9795,147024.mp3,wassily-kandinsky_murnau-with-a-church-1910.jpg
488,0.9793,025028.mp3,zinaida-serebriakova_boy-musician-1928.jpg
489,0.9792,144213.mp3,abraham-manievich_street-in-a-provincial-town-1915.jpg
490,0.9792,145705.mp3,abraham-manievich_landscape.jpg
491,0.9787,143058.mp3,elena-bontea_sunflower-1965.jpg
492,0.9786,141735.mp3,theophile-steinlen_sur-les-flots-bleux-7186.jpg
493,0.9786,142092.mp3,rembrandt_the-beheading-of-john-the-baptist-1640.jpg
494,0.9785,145727.mp3,edward-burne-jones_gudrun-setting-fire-to-atli-s-palace-1897.jpg
495,0.9785,145750.mp3,georges-valmier_the-cattle-on-the-mountain-1922.jpg
496,0.9784,141137.mp3,martin-johnson-heade_magnolias-on-gold-velvet-cloth-1890.jpg
497,0.9783,142947.mp3,abraham-manievich_untitled.jpg
498,0.9782,148286.mp3,david-cox_the-wayfarers.jpg
499,0.9782,147191.mp3,vincent-van-gogh_tree-roots-1890.jpg
500,0.9781,137423.mp3,rashid-al-khalifa_metamorphosis-iv-1997.jpg
501,0.9781,142570.mp3,abidin-dino_hand-1950.jpg
502,0.9780,001687.mp3,virginia-frances-sterrett_old-french-fairy-tales-1920-13.jpg
503,0.9778,137901.mp3,abraham-manievich_town-street.jpg
504,0.9777,141290.mp3,abraham-storck_departure-of-william-iii-from-hellevoetsluis-19-october-1688-1688.jpg
505,0.9775,001735.mp3,louis-philippe-crepin_battle-of-trafalgar.jpg
506,0.9775,149712.mp3,abidin-dino_unknown-title-2.jpg
507,0.9772,146968.mp3,gustave-courbet_portrait-of-juliette-courbet-as-a-sleeping-child-1841.jpg
508,0.9772,000534.mp3,william-collins_rustic-civility-1833.jpg
509,0.9771,154307.mp3,abraham-storck_walfang-im-polarmeer.jpg
510,0.9770,149776.mp3,richard-eurich_a-ships-boat-at-sea-1941.jpg
511,0.9768,148131.mp3,artus-scheiner_illustration-for-tales-from-shakespeare-1923-2.jpg
512,0.9764,149100.mp3,abraham-manievich_barn-with-figures.jpg
513,0.9760,138023.mp3,salvador-dali_the-god-of-the-bay-of-roses-1944.jpg
514,0.9759,142088.mp3,ernst-wilhelm-nay_red-in-red-i-1965.jpg
515,0.9759,148190.mp3,edward-burne-jones_portrait-of-a-young-boy.jpg
516,0.9758,138580.mp3,vasily-perov_merrymaking-in-paris-1864.jpg
517,0.9757,145708.mp3,tano-festa_ritratto-dell-attore-alain-delon-1975.jpg
518,0.9752,136705.mp3,helene-schjerfbeck_the-gipsy-woman-1919.jpg
519,0.9751,136707.mp3,serge-brignoni_anatomic-cross-section-1976.jpg
520,0.9750,146478.mp3,theophile-steinlen_la-greve-des-juifs-1898.jpg
521,0.9750,001277.mp3,achille-zo_marguerite-in-church-listening-to-the-dies-irae.jpg
522,0.9748,145709.mp3,abraham-van-strij_interior-with-soldier-and-maid.jpg
523,0.9747,145706.mp3,dante-gabriel-rossetti_joli-coeur-french-for-1867.jpg
524,0.9747,137419.mp3,william-hawkins_big-jumbo-1988.jpg
525,0.9746,145189.mp3,telemaco-signorini_the-toepath-1864.jpg
526,0.9744,145783.mp3,wilhelm-von-kaulbach_mentally-ill-patients-in-the-garden-of-an-asylum.jpg
527,0.9744,134385.mp3,jean-cocteau_prometheus-1946.jpg
528,0.9744,000194.mp3,edouard-manet_portrait-of-irma-brunner.jpg
529,0.9744,150018.mp3,allan-kaprow_calling-1966.jpg
530,0.9741,153337.mp3,marc-chagall_portrait-of-vava.jpg
531,0.9740,143098.mp3,graham-sutherland_devastation-house-in-wales-1939.jpg
532,0.9737,147022.mp3,abraham-manievich_spring-in-kyiv-s-kurenivka-district-1915.jpg
533,0.9736,137990.mp3,ferdinand-bol_portrait-of-pieter-bouwens-1658.jpg
534,0.9735,138213.mp3,william-blake_night-startled-by-the-lark-1820.jpg
535,0.9735,145756.mp3,currier-and-ives_a-brush-on-the-snow-1871.jpg
536,0.9733,146685.mp3,pietro-perugino_polyptych-of-st-peter-san-mauro-1500.jpg
537,0.9733,145745.mp3,georg-baselitz_p-d-zeichnung-1963.jpg
538,0.9730,142535.mp3,josef-capek_devcata-na-kopci-1936.jpg
539,0.9730,148217.mp3,henryk-siemiradzki_a-dangerous-game.jpg
540,0.9728,148303.mp3,abraham-manievich_winter-scene-with-church-1911.jpg
541,0.9727,136094.mp3,francisco-goya_manuel-godoy-duke-of-alcudia-prince-of-peace-1801.jpg
542,0.9726,025216.mp3,luca-signorelli_pair-of-apostles-in-dispute-1482.jpg
543,0.9723,144465.mp3,jan-dirksz-both_a-mountain-path-1650.jpg
544,0.9722,138041.mp3,peter-paul-rubens_rubens-rubens-his-wife-helena-fourment-and-their-son-peter-paul-1639.jpg
545,0.9720,142569.mp3,william-orpen_masked-figures.jpg
546,0.9718,025232.mp3,zinaida-serebriakova_emerging-from-the-bath-1928.jpg
547,0.9717,136465.mp3,abraham-storck_gezicht-op-het-ij-bij-amsterdam.jpg
548,0.9717,144933.mp3,adalbert-erdeli_engaged-1953.jpg
549,0.9716,136995.mp3,salvador-dali_portrait-of-frau-isabel-styler-tas.jpg
550,0.9715,143532.mp3,graham-sutherland_narrow-road-between-hedges-1939.jpg
551,0.9712,141569.mp3,olga-albizu_untitled-1965.jpg
552,0.9711,143306.mp3,jaroslav-keluc_winter-landscape.jpg
553,0.9710,145704.mp3,charles-blackman_untitled-the-red-bow.jpg
554,0.9708,148114.mp3,marc-chagall_gogol-and-chagall.jpg
555,0.9707,134054.mp3,pierre-auguste-renoir_cagnes-landscape-1908-1.jpg
556,0.9704,000709.mp3,abidin-dino_bloom-1990-1.jpg
557,0.9703,144170.mp3,gustave-courbet_a-young-woman-reading-1868.jpg
558,0.9702,142668.mp3,abidin-dino_nomads-portrait-of-a-woman-1940.jpg
559,0.9696,001681.mp3,francois-lemoyne_the-amorous-proposal.jpg
560,0.9695,145432.mp3,red-grooms_deli-2004.jpg
561,0.9692,145747.mp3,samuel-buri_new-frontiers-slogan-von-j-f-kennedy-1964.jpg
562,0.9691,001703.mp3,asher-brown-durand_guard-house-catskill-mountains-1857.jpg
563,0.9684,135221.mp3,salvador-dali_scene-in-the-courtyard-of-the-escorial-with-a-figure-in-the-foreground-inspired-by-michelangelo.jpg
564,0.9683,148611.mp3,abraham-manievich_house-workers-in-the-bronx.jpg
565,0.9679,148121.mp3,oswald-achenbach_feuerwerk-vor-neapel.jpg
566,0.9679,136994.mp3,abidin-dino_unknown-title-4.jpg
567,0.9677,134359.mp3,abraham-storck_southern-port-with-figures-and-ships.jpg
568,0.9676,149951.mp3,abraham-van-strij_winter-landscape.jpg
569,0.9673,144467.mp3,yuriy-zlotnikov_1958.jpg
570,0.9670,148287.mp3,joan-ponc_untitled-1982-1.jpg
571,0.9669,148514.mp3,abidin-dino_drawing-pain-1968.jpg
572,0.9669,001733.mp3,peter-busa_embullient-chord.jpg
573,0.9667,138318.mp3,pablo-picasso_an-artist-1963.jpg
574,0.9667,142078.mp3,varlin_der-hund-lapponio.jpg
575,0.9665,139776.mp3,james-webb_st-michael-s-mount-1861.jpg
576,0.9665,142360.mp3,charles-blackman_night-window.jpg
577,0.9663,145741.mp3,el-greco_the-virgin-of-the-immaculate-conception-1.jpg
578,0.9662,144182.mp3,jules-alexandre-grun_untitled.jpg
579,0.9661,025378.mp3,david-burliuk_bouquet-by-the-sea-1960.jpg
580,0.9661,138320.mp3,edward-ruscha_flash-l-a-times-1963.jpg
581,0.9661,135370.mp3,jorge-martins_har-m-m-ope-1969.jpg
582,0.9659,145476.mp3,abraham-storck_embarkation-of-soldiers-near-the-montelbaanstoren.jpg
583,0.9658,143304.mp3,george-stefanescu_magical-ritual-2001.jpg
584,0.9657,148231.mp3,alfred-freddy-krupa_three-lombardy-poplars-and-starry-sky-2018.jpg
585,0.9654,000005.mp3,roger-weik_whisper-2005.jpg
586,0.9653,145475.mp3,rembrandt_the-triumph-of-mordechai-1641.jpg
587,0.9652,145728.mp3,abraham-manievich_troika-in-the-snow-1910.jpg
588,0.9649,152253.mp3,karoly-ferenczy_portrait-of-p-l-szinyei-merse-1910.jpg
589,0.9648,137715.mp3,abidin-dino_unknown-title-11.jpg
590,0.9648,149422.mp3,m-c-escher_not_detected_204682.jpg
591,0.9647,145760.mp3,adalbert-erdeli_girl-in-red.jpg
592,0.9647,144547.mp3,abraham-storck_havnescene-med-middelalderlig-bygning-1674.jpg
593,0.9647,139688.mp3,james-webb_after-the-storm.jpg
594,0.9644,137176.mp3,khimich-yuriy-ivanovich_tri-vezhi-1962.jpg
595,0.9642,138053.mp3,wassily-kandinsky_soft-roughness-1933.jpg
596,0.9640,144934.mp3,abraham-storck_italiaanse-haven.jpg
597,0.9638,135363.mp3,jose-maria-velasco_hacienda-de-coapa-y-los-volcanes-1897.jpg
598,0.9638,148439.mp3,adalbert-erdeli_alley-in-the-park.jpg
599,0.9638,144487.mp3,tom-scott_herding-sheep-1906.jpg
600,0.9634,136276.mp3,henri-matisse_bouquet-of-anemones-1918.jpg
601,0.9634,143308.mp3,alberto-sughi_the-clercks-1956.jpg
602,0.9631,137900.mp3,adalbert-erdeli_landscape-with-houses-1930.jpg
603,0.9631,148607.mp3,claude-monet_the-pave-de-chailly-in-the-fontainbleau-forest.jpg
604,0.9628,154309.mp3,giovanni-battista-gaulli_pope-alexander-vii.jpg
605,0.9625,149083.mp3,abraham-van-strij_fish-salesman-at-woman-and-chidren.jpg
606,0.9621,144940.mp3,louis-comfort-tiffany_pumpkin-and-beets-window-1900.jpg
607,0.9620,149842.mp3,paul-gauguin_still-life-with-red-mullet-and-jug-1876.jpg
608,0.9616,135222.mp3,robert-rauschenberg_persimmon-1964.jpg
609,0.9615,148215.mp3,felix-vallotton_reclining-female-nude.jpg
610,0.9615,143995.mp3,vincent-van-gogh_pollard-willows-and-setting-sun-1888.jpg
611,0.9609,146150.mp3,abidin-dino_kadin-fig-r.jpg
612,0.9607,143299.mp3,tiberiy-szilvashi_untitled-2012-4.jpg
613,0.9605,141164.mp3,john-bratby_swim-pool.jpg
614,0.9603,001673.mp3,abraham-manievich_portrait-of-the-artist-s-wife-1929.jpg
615,0.9602,148517.mp3,alfred-wallis_nine-ships-in-harbour.jpg
616,0.9601,141901.mp3,chaim-soutine_the-musician-1927.jpg
617,0.9598,137418.mp3,abraham-storck_marine.jpg
618,0.9596,138022.mp3,camille-corot_dieppe-end-of-a-pier-and-the-sea-1822.jpg
619,0.9596,142666.mp3,george-romney_mrs-john-matthews-1786.jpg
620,0.9596,141567.mp3,pablo-picasso_the-bird-cage.jpg
621,0.9596,149689.mp3,bozoky-maria_kolner-serie-11-1980.jpg
622,0.9595,143300.mp3,marianne-stokes_death-and-the-maiden.jpg
623,0.9591,145754.mp3,joseph-lorusso_windows-i.jpg
624,0.9588,143039.mp3,karl-knaths_maritime-1931.jpg
625,0.9587,000193.mp3,benny-andrews_top-floor-1965.jpg
626,0.9586,001427.mp3,william-leighton-leitch_st-goar-um-1835-engraving-by-j-w-archer-after-leitch.jpg
627,0.9584,143220.mp3,edgar-degas_dancers-in-a-box.jpg
628,0.9582,144600.mp3,pablo-picasso_head-of-a-man-1908.jpg
629,0.9581,136134.mp3,zhang-xiaogang_bloodline.jpg
630,0.9579,138317.mp3,patrick-henry-bruce_painting-1930.jpg
631,0.9573,135044.mp3,marc-chagall_asking-the-way.jpg
632,0.9572,149370.mp3,joan-miro_head-of-a-catalan-peasant-2.jpg
633,0.9569,025235.mp3,abraham-manievich_quiet-autumn-day.jpg
634,0.9568,144474.mp3,theophile-steinlen_le-rayon-de-soleil.jpg
635,0.9557,144171.mp3,jozef-mehoffer_the-sacred-heart-of-jesus-1911.jpg
636,0.9556,135338.mp3,abraham-manievich_bronx-river-park.jpg
637,0.9553,145241.mp3,achille-zo_posada-san-rafael-a-cordoue-1861.jpg
638,0.9552,137998.mp3,domenico-fiasella_josephs-coat-brought-to-jacob-1640.jpg
639,0.9552,150287.mp3,albrecht-durer_the-cross-of-christ-with-saint-veronica.jpg
640,0.9551,145710.mp3,gustave-loiseau_the-garden-behind-the-house-1915.jpg
641,0.9545,142089.mp3,gustave-dore_the-ark-is-returned-to-beth-shemesh.jpg
642,0.9544,149700.mp3,leon-bakst_medee-jean-anouilh.jpg
643,0.9543,138311.mp3,frederick-morgan_skipping-1896.jpg
644,0.9542,143318.mp3,chronis-botsoglou_study-1965.jpg
645,0.9542,147265.mp3,thomas-jones_buildings-in-naples-1782.jpg
646,0.9542,141591.mp3,jean-hugo_untitled-1947.jpg
647,0.9541,000890.mp3,frederic-edwin-church_parthenon-1869-0.jpg
648,0.9541,143307.mp3,evelyn-de-morgan_demorgan-evelyn-city-of-light-1894.jpg
649,0.9538,145749.mp3,thomas-lawrence_sir-mark-sykes-henrietta-masterman-sykes-and-tatton-sykes.jpg
650,0.9538,142950.mp3,abraham-storck_die-niederlandische-flotte-auf-der-reede-vor-amsterdam-0.jpg
651,0.9534,144475.mp3,adalbert-erdeli_still-life-with-a-clock.jpg
652,0.9532,138212.mp3,matthew-smith_two-leaved-screen-leda-and-the-swan-recto-1925.jpg
653,0.9528,148099.mp3,adalbert-erdeli_caricature-1943.jpg
654,0.9526,150265.mp3,paula-modersohn-becker_peat-digging-1902.jpg
655,0.9525,150017.mp3,peter-paul-rubens_adoration-of-the-shepherds-1608.jpg
656,0.9524,145653.mp3,wayne-thiebaud_lipsticks-1964.jpg
657,0.9523,134443.mp3,roman-selsky_yellow-flowers-1981.jpg
658,0.9521,153452.mp3,abraham-manievich_cloudy-day-bridgeport-connecticut-1939.jpg
659,0.9518,001924.mp3,pierre-auguste-renoir_dancer-1874.jpg
660,0.9518,000182.mp3,salvador-dali_stage-curtain-for-the-ballet-cafe-de-chinitas.jpg
661,0.9516,154308.mp3,claude-monet_path-through-the-irises-02-1917.jpg
662,0.9516,000190.mp3,matthias-stom_portrait-of-saint-ambrose-1639.jpg
663,0.9514,143055.mp3,jean-honore-fragonard_the-cradle-1765.jpg
664,0.9514,144552.mp3,abraham-storck_embarkation-of-soldiers-near-the-montelbaanstoren-1690.jpg
665,0.9514,139522.mp3,nicolaes-maes_old-woman-dozing-1656.jpg
666,0.9512,139876.mp3,francisco-goya_the-ill-matched-couple.jpg
667,0.9512,139954.mp3,hieronymus-bosch_group-of-male-figures.jpg
668,0.9512,138069.mp3,le-nain-brothers_landscape-with-an-old-woman.jpg
669,0.9510,139110.mp3,anthony-van-dyck_charles-i-on-horseback.jpg
670,0.9506,141180.mp3,otto-mueller_zwei-badende-madchen-1925.jpg
671,0.9496,146724.mp3,abidin-dino_self-portrait-1973.jpg
672,0.9496,137054.mp3,franz-sedlacek_abendlied-1938.jpg
673,0.9494,141295.mp3,paul-cezanne_man-standing-arms-extended.jpg
674,0.9493,139681.mp3,charles-robinson_the-happy-prince-1913.jpg
675,0.9490,000574.mp3,adalbert-erdeli_still-life-with-authors-sculpture-1930.jpg
676,0.9487,148208.mp3,hugo-simberg_homeward-bound-1901.jpg
677,0.9473,138040.mp3,theophile-steinlen_returning-home-1897.jpg
678,0.9469,148584.mp3,pieter-claesz_still-life-with-jug-wine-glass-herring-and-bread-1642.jpg
679,0.9466,141300.mp3,vasily-perov_court-pugacheva-1.jpg
680,0.9465,141292.mp3,emile-prisse-davennes_architecture-couronnements-frises-fleuronnees-necropole-de-thebes-xviiie-xxe-dynasties.jpg
681,0.9459,137719.mp3,adalbert-erdeli_self-portrait.jpg
682,0.9459,138067.mp3,luca-signorelli_the-trinity-the-virgin-and-two-saints.jpg
683,0.9459,141173.mp3,john-altoon_untitled-abc-with-yellow-and-green-1967.jpg
684,0.9453,001893.mp3,mstislav-dobuzhinsky_kaunas-cathedral-1931.jpg
685,0.9453,005936.mp3,camille-corot_a-seated-italian-from-paeigno-facing-front.jpg
